,Query,Intent
50,What am I allowed to carry on American Airlines?,carry_on
51,What are the carry on rules for United?,carry_on
52,What can I not take to Delta?,carry_on
53,Tell me United's future policy,carry_on
54,What is the carry limit,carry_on
55,What should I know about the carry on policy for US citizens?,carry_on
56,"If I fly internationally, does British Airways have carry-on limits?",carry_on
57,What are the carry on baggage rules for Delta?,carry_on
58,Can I take 3 carry ons with Delta at JFK?,carry_on
59,How much carry-on baggage is allowed on Wau to Iceland flight?,carry_on
60,What are the requirements for carry on on flights with United Airlines,carry_on
61,Does Delta allow more than one carry-on baggage when traveling to Miami?,carry_on
62,Can you list carry-on restrictions for US airlines?,carry_on
63,Do I have to pay for a carry-on on Delta,carry_on
64,"If I fly Pan Am to Denver, how much carry on is included?",carry_on
65,How many bags can I carry on Singapore Airlines flights?,carry_on
66,How many carry ons can I take on an American Airlines to Seattle flight?,carry_on
67,"When flying to Toronto with Porter, how many carry ons can I take?",carry_on
68,How many carry ons can I take on a flight to Orlando with Allegiant?,carry_on
69,Would you like to tell me about the carry-on restrictions for American Airlines?,carry_on
70,How many carry ons can I take on a Delta to Mexico City flight?,carry_on
71,What are the carry-on rules?,carry_on
72,How much carry-on baggage is allowed when flying with Lion to Singapore?,carry_on
73,What are the rules regarding carry-on baggage for flights on Virgin Airlines?,carry_on
74,What's prohibited in my carry-on with United,carry_on
75,Are there any carry-on restrictions on Jet Blue,carry_on
76,I would like to know about carry-on restrictions for United Airlines,carry_on
77,How many carry ons will American let me take for a flight to Las Vegas?,carry_on
78,Does Delta have carry-on restrictions,carry_on
79,How many carry ons can I take on a Jet Blue to Washington DC flight?,carry_on
80,What are the carry-on restrictions for Singapore Airlines?,carry_on
81,Tell me the rules to proceed,carry_on
82,I'm flying JetBlue and need to know the maximum number of bags I can carry,carry_on
83,Do I have a carry on baggage limit for Jet Blue?,carry_on
84,Am I allowed to bring a carry-on on my WestJet to Edmonton flight?,carry_on
85,What are the carry-on restrictions for United?,carry_on
86,Does United Airlines allow more than one carry on,carry_on
87,What are the carry-on restrictions for Delta,carry_on
88,Can you tell me how much carry-on luggage I can carry on a flight to Miami with Southwest Airlines?,carry_on
89,Is there a weight limit,carry_on
90,Please see the carry on rules when flying with Spirit Airlines,carry_on
91,What are the carry-on restrictions for Southwest Airlines,carry_on
92,What carry-on luggage does Spirit Airlines allow me to carry on my flight to Dallas?,carry_on
93,Can you tell me the carry on policy of Jet Blue Airlines?,carry_on
94,What the carry-on policy says for Delta Airlines flights,carry_on
95,Discover carry-on rules for Delta Airlines flights,carry_on
96,Carry-on Restrictions for Hawaii Emirates,carry_on
97,What rules does Delta have for carry ons,carry_on
98,Tell me the carry-on restrictions for United Airlines,carry_on
99,Tell me the carry on rules for continental,carry_on
100,whisper volume,whisper_mode
101,I want whisper mode to be turned off,whisper_mode
102,Let's get out of whisper mode,whisper_mode
103,I want your settings to be adjusted to a whisper now,whisper_mode
104,now please go into whisper mode,whisper_mode
105,turn up your volume,whisper_mode
106,Exit Whisper Mode,whisper_mode
107,Please switch back to normal mode,whisper_mode
108,Start using Whisper Mode instantly,whisper_mode
109,Switch to Whisper,whisper_mode
110,I think we should whisper,whisper_mode
111,turn on whisper sound,whisper_mode
112,"I want you to shut up now, please",whisper_mode
113,Switch to Quiet Mode,whisper_mode
114,Please turn on whisper mode as I'm about to go to class,whisper_mode
115,I want whisper mode,whisper_mode
116,please change it to whisper mode,whisper_mode
117,Now go into whisper mode,whisper_mode
118,turn up your volume,whisper_mode
119,"I can't hear you, stop whispering!",whisper_mode
120,shh please whisper,whisper_mode
121,can you whisper until i tell you to,whisper_mode
122,I need you to switch to whisper mode,whisper_mode
123,please turn on whisper mode,whisper_mode
124,can you go in a whisper voice,whisper_mode
125,I need you to change your settings to whisper mode immediately,whisper_mode
126,Stop using Whisper Mode,whisper_mode
127,please talk calmly,whisper_mode
128,Use your calm voice,whisper_mode
129,please speak softly here,whisper_mode
130,Switch to whisper mode,whisper_mode
131,Turn on your whisper mode,whisper_mode
132,Please turn off Whisper Mode for now,whisper_mode
133,can you turn down the volume please,whisper_mode
134,Please switch to whisper mode,whisper_mode
135,I want out of whisper mode,whisper_mode
136,I want you to be in whisper mode now because I'm in the library,whisper_mode
137,Exit Whisper Mode,whisper_mode
138,Whisper from now on,whisper_mode
139,please speak in a whisper,whisper_mode
140,Start using Whisper Mode,whisper_mode
141,Please switch to whisper mode now,whisper_mode
142,let's use a whispering voice,whisper_mode
143,6 inch sound please,whisper_mode
144,talk in a whispering voice,whisper_mode
145,I decided to get out of whisper mode,whisper_mode
146,let the whispering begin,whisper_mode
147,can you switch to whisper mode,whisper_mode
148,Make sure to set yourself on whisper mode before you go to watch the movie,whisper_mode
149,I want you to use a whispering voice now,whisper_mode
150,please send a text,text
151,Write a text message to someone,text
152,send a message to mom asking where you are,text
153,send a message to chris and say i love you,text
154,Send a message to someone,text
155,Can you message Arthur to let him know I'm almost there?,text
156,Message Billy and tell him to come to the meeting on Monday at 3pm,text
157,Can you message Christopher to let him know I'm coming,text
158,send me a text message,text
159,Please send a message to Ann and tell her I will be home in 20 minutes,text
160,Please send Natalie a text message for me,text
161,I'd like to send a text,text
162,Text Matt and tell him I'll be in late tonight,text
163,Send a message to my boss and tell him that I will be a little late,text
164,Send Chris a text message saying stop for milk on your way home,text
165,I want to send a message,text
166,Send a message to my dad for me and tell him I love you,text
167,Text Josh and tell him I need a delivery,text
168,Send a message to tell Chris I'm not working today,text
169,can you send me a message,text
170,Send a message to my friend for me and tell them to meet me later,text
171,Text Christopher and tell him I'll be coming,text
172,Can you message Sergeant Adam and tell him I found the missing girl?,text
173,Send a message to Alice,text
174,I need to send a message to someone,text
175,I need to message Sal and tell him I'll be there,text
176,Send Chris a text message and ask what he wants to have for dinner,text
177,send a text message,text
178,send them a message and say hi,text
179,send a message to sal and tell them the answer is yes,text
180,Write a text message,text
181,Text your doctor and let them know it happened again,text
182,Write a message to Alice,text
183,can you send a message to someone,text
184,Message Sal and let him know I'll be coming,text
185,Send Maureen a new message and tell her I'm picking up Mom's Christmas present,text
186,Create new text,text
187,Text Bill and tell him I'll be 30 minutes late,text
188,Create a text message,text
189,Set up a new text message,text
190,Send a message wishing my cousin Linda a happy birthday,text
191,Text my mom for me and tell her I'll be home soon,text
192,Text Tony and invite him to my party next Saturday,text
193,Text Chris and ask what time he'll be home,text
194,Message Christy and ask her what she wants for dinner,text
195,I'd like to send a text,text
196,Text Nick and tell him the car is ready,text
197,I'd like to send a text,text
198,text robby hello,text
199,Can you text Elizabeth to tell her I forgot to bring the drinks?,text
200,I want a blackberry pie recipe,recipe
201,Get the recipe for German Chocolate Cake,recipe
202,please find me a recipe for spaghetti now,recipe
203,can you find me a recipe for sugar cookies,recipe
204,I need a beef stew recipe,recipe
205,I need to find a recipe for fried shrimp,recipe
206,What is the best way to make chicken stir fry,recipe
207,Can you tell me how to make German Chocolate Cake?,recipe
208,Please help me with instructions on how to make chicken curry,recipe
209,How do I make the perfect omelet,recipe
210,How do you make blackberry pie?,recipe
211,I want the best recipe for mashed potatoes,recipe
212,can you tell me the recipe for the pie,recipe
213,Find Macaroni and Cheese Recipes,recipe
214,I need to know how to make a Philly cheesesteak,recipe
215,Can you tell me the recipe for German chocolate cake?,recipe
216,what is a good chili recipe,recipe
217,I need help finding a recipe for enchiladas,recipe
218,How do you make pork chili,recipe
219,please give me instructions on how to make blueberry pie,recipe
220,Is there a good website to teach me how to make sushi?,recipe
221,How do I make pumpkin pie?,recipe
222,Is there a chili recipe I could use?,recipe
223,can you tell me the recipe for quiche,recipe
224,How do I make lasagna?,recipe
225,What do I need to make a blackberry pie?,recipe
226,can you get me the recipe for mashed potatoes,recipe
227,I need a recipe for Chicken Pot Pie,recipe
228,What you need to make apple pie,recipe
229,can you tell me the recipe for honey ham,recipe
230,Where can I learn to make sushi?,recipe
231,I'm looking for vegetarian friendly Italian pasta recipes,recipe
232,What you need to make sushi,recipe
233,How do I make Beef Stroganoff,recipe
234,I need a quick recipe for spiral ham,recipe
235,Can you please find the best New York style cheesecake recipe?,recipe
236,can you find me a recipe for ribs,recipe
237,please show me the chili recipe,recipe
238,how do you make apple pie,recipe
239,can you tell me the recipe for coffee cake,recipe
240,tell me how to make chow mein,recipe
241,Find a good recipe for meatloaf,recipe
242,How do I make Lemon Merengue Pie?,recipe
243,How do I make Chicken Pot Pie?,recipe
244,I need a recipe for beef,recipe
245,can you tell me the recipe for pasta,recipe
246,can you tell me the recipe for salsa,recipe
247,Blackberry Pie Instructions,recipe
248,how do you cook meatloaf,recipe
249,See easy recipe for making Beef Ribs,recipe
250,please turn on my fan,smart_home
251,please turn on the fan,smart_home
252,can you turn on the fan here,smart_home
253,close all doors,smart_home
254,What is the AC set at,smart_home
255,can you lock all the doors in the house,smart_home
256,please turn on the tv,smart_home
257,start my vehicle,smart_home
258,remember to lock the doors,smart_home
259,What is the temperature of the AC?,smart_home
260,I need some air; turn on the fan,smart_home
261,turn on the fan,smart_home
262,please check the door to see who's there,smart_home
263,turn on the bedroom lights,smart_home
264,Please set the temperature to 70,smart_home
265,turn on the garage lights,smart_home
266,make sure all doors are closed,smart_home
267,could you please dim the lights,smart_home
268,please dim the lights,smart_home
269,what temperature is the ac set at,smart_home
270,can you start my car,smart_home
271,set the temperature to 75,smart_home
272,What is the temperature of the AC?,smart_home
273,warm up my car for me,smart_home
274,turn on the lounge lights,smart_home
275,Please make sure the oven is set to 350,smart_home
276,would you please turn on my furnace,smart_home
277,can you turn on the lights in the den,smart_home
278,Who's at my front door,smart_home
279,turn on the tv,smart_home
280,please start my car,smart_home
281,turn on the tv now,smart_home
282,please turn on the fan,smart_home
283,turn on the fan,smart_home
284,what is the name of the person standing at my door,smart_home
285,please start my car before I go out,smart_home
286,who's that knocking,smart_home
287,I need to turn on my furnace,smart_home
288,please lock every door,smart_home
289,can you see who's at the door,smart_home
290,set the temperature to 78,smart_home
291,can install fan,smart_home
292,set the temperature to 78,smart_home
293,did someone lock the door securely,smart_home
294,Put the fan in the on position,smart_home
295,can you turn on the lights in the backyard,smart_home
296,Lock every door on the property,smart_home
297,turn on the lights in my master bathroom,smart_home
298,please turn on my furnace,smart_home
299,set temperature to 71,smart_home
300,who is your boss,who_do_you_work_for
301,which organisation do you work for,who_do_you_work_for
302,Do you work for me or is this wrong,who_do_you_work_for
303,Who directs your labor,who_do_you_work_for
304,who is your employer,who_do_you_work_for
305,are you employed by me,who_do_you_work_for
306,whether or not you work for anyone else,who_do_you_work_for
307,what is your boss's name,who_do_you_work_for
308,Are you here to serve me?,who_do_you_work_for
309,Who do you work for,who_do_you_work_for
310,Which unit is your boss,who_do_you_work_for
311,Who do you work for,who_do_you_work_for
312,are you my employee,who_do_you_work_for
313,Don’t you work for yourself?,who_do_you_work_for
314,Am I your employer?,who_do_you_work_for
315,are you working for anyone,who_do_you_work_for
316,what does your boss say,who_do_you_work_for
317,are you self employed,who_do_you_work_for
318,Who do you work for,who_do_you_work_for
319,do you work for anyone else,who_do_you_work_for
320,Who tells you what to do,who_do_you_work_for
321,I want to know who your boss is,who_do_you_work_for
322,what is your boss's name,who_do_you_work_for
323,do you have a boss,who_do_you_work_for
324,Who do you report to,who_do_you_work_for
325,are you working for me now,who_do_you_work_for
326,Who is your in-charge,who_do_you_work_for
327,what company or person do you work for,who_do_you_work_for
328,are you working for me,who_do_you_work_for
329,Don't you work for anyone else?,who_do_you_work_for
330,Who pays your salary,who_do_you_work_for
331,Am I your supervisor?,who_do_you_work_for
332,Who are you employed by?,who_do_you_work_for
333,am i the one you work for,who_do_you_work_for
334,Who else do you work for,who_do_you_work_for
335,and who gives you orders,who_do_you_work_for
336,Is there any other company you work for?,who_do_you_work_for
337,Who do you work for,who_do_you_work_for
338,Who do you work for,who_do_you_work_for
339,do you have any other work,who_do_you_work_for
340,tell me who's your boss,who_do_you_work_for
341,who is your boss,who_do_you_work_for
342,Is there any other organization you work for?,who_do_you_work_for
343,is there anyone else you work for,who_do_you_work_for
344,Am I your manager?,who_do_you_work_for
345,which organisation do you work for,who_do_you_work_for
346,Who do you call your boss?,who_do_you_work_for
347,Who do you work for,who_do_you_work_for
348,are you working for someone else,who_do_you_work_for
349,do you have an employer,who_do_you_work_for
350,What is my Citigroup card's rewards balance?,rewards_balance
351,How many points do I have on my Gold Card?,rewards_balance
352,Where will the rewards earned from my Visa card appear?,rewards_balance
353,How many points do I have on my Mastercard?,rewards_balance
354,I want to find out the remaining reward points on my American Express card,rewards_balance
355,What is the rewards balance on my Discover card,rewards_balance
356,What is the current award amount on my Visa,rewards_balance
357,I wonder how many points I've earned with my Bank of America card,rewards_balance
358,How many points have I earned with my MasterCard?,rewards_balance
359,Have I earned a lot of points on my Capital One card?,rewards_balance
360,How will I be able to check my Kohl's Rewards card?,rewards_balance
361,What is the current rewards point total on my Visa card?,rewards_balance
362,How many Delta miles do I have on my card right now,rewards_balance
363,How many tier credits do I have on my Caesars card,rewards_balance
364,How many rewards points are there for my MasterCard?,rewards_balance
365,What is the number of rewards points on my Discover card?,rewards_balance
366,Where are my rewards for my Chase card?,rewards_balance
367,What do I need to do to see rewards for my Chase card?,rewards_balance
368,How many points do I get on my Visa card?,rewards_balance
369,What is the amount of reward points on my Visa card,rewards_balance
370,How do I check how many rewards I have on my MasterCard?,rewards_balance
371,How many points do I have on my MasterCard,rewards_balance
372,Is there a better way to check my Visa Rewards card balance?,rewards_balance
373,What is the balance of my rewards points on my Discover card?,rewards_balance
374,How do I see my rewards for my Visa card?,rewards_balance
375,What is my current Visa Rewards balance,rewards_balance
376,Can I check my Visa Rewards balance online?,rewards_balance
377,Do you know how many rewards points I currently have on my Discover card?,rewards_balance
378,What is the current balance of rewards points on my Mastercard?,rewards_balance
379,How high are the rewards on my Discover card,rewards_balance
380,How many points did my Visa earn,rewards_balance
381,How do I see rewards for my Chase card?,rewards_balance
382,What points are earned on my MasterCard,rewards_balance
383,How many points am I already credited with my Chase MasterCard,rewards_balance
384,add my rewards points for master card,rewards_balance
385,When can I receive rewards on my Visa card?,rewards_balance
386,Help me check my Visa Rewards card,rewards_balance
387,Tell me how do I check my rewards for my American Express card?,rewards_balance
388,How many rewards points do I have for my Wells Fargo card?,rewards_balance
389,How many rewards are on my Chase card?,rewards_balance
390,How many rewards points do I have on my Discover card,rewards_balance
391,How many rewards points do I have for my Chase card?,rewards_balance
392,I want to know how many points I have on my Capital One Visa,rewards_balance
393,Find my rewards points for Discovery Card,rewards_balance
394,What is the total points for my Mastercard?,rewards_balance
395,Do I have any rewards points left on my MasterCard,rewards_balance
396,How do I check my rewards for my Gold Card?,rewards_balance
397,Can you help me tell what my Starbucks Rewards balance is?,rewards_balance
398,What is the easiest way to check my bank rewards card?,rewards_balance
399,How many rewards are on my Hy-Vee card now?,rewards_balance
400,Can you get me a table for 2 at Mexico Viejo at 3?,restaurant_reservation
401,Reserve a table for two at DiBruno's led by Patrick Donoghue at 7:30 p.m.,restaurant_reservation
402,You must reserve a table for 4 people at Red Robin with the name Kevin at 7 p.m.,restaurant_reservation
403,I'd like a reservation for 2 people at Olive Garden today at 5pm,restaurant_reservation
404,I'd like to make a reservation at Red Robin for 3 pm at 8 pm,restaurant_reservation
405,I think I need to make a reservation for 3 at Red Robin for 8 p.m.,restaurant_reservation
406,Can you get me a table for 4 at Steve's?,restaurant_reservation
407,I need you to reserve a table for three people at Devon Seafood by 6:00 p.m.,restaurant_reservation
408,"Hi, I'd like a reservation for two at Olive Garden tonight at six",restaurant_reservation
409,"I think we should reserve dad's regular table for 6 on Fridays, use his name, be at the club around 4:00 p.m.",restaurant_reservation
410,Make a reservation for 2 at Olive Garden today at 5pm,restaurant_reservation
411,You must reserve a table for 4 people called Kevin at 7 at Red Robin,restaurant_reservation
412,Book a reservation for 4 people at Outback Steakhouse with the name Dave,restaurant_reservation
413,Can you get me a table for 6 at Johnny's?,restaurant_reservation
414,Make a reservation for three at Prime Rib at 6:30 p.m.,restaurant_reservation
415,I need to make a reservation for 3 at Red Robin by 8 p.m.,restaurant_reservation
416,Can I make a reservation for 3 at Red Robin for 8 p.m.,restaurant_reservation
417,Please make me a reservation for Monty at 12pm 55555,restaurant_reservation
418,Please reserve a table for me at Maxwells on the 14th at 2pm,restaurant_reservation
419,"Hey computer, if possible make a reservation for my parents for 2 people at Red Lobster next Wednesday at 2:00pm",restaurant_reservation
420,Can I make a reservation for 2 people at State Bird at 8:30?,restaurant_reservation
421,Get me a reservation right away at Coral for 5pm-10pm,restaurant_reservation
422,Please reserve a table for two at Rouge by 7:00 p.m.,restaurant_reservation
423,Can you get me a table for 5 at Johnny's?,restaurant_reservation
424,Reserve a table for 3 people at Outback Steakhouse named Lance at 7:00 PM,restaurant_reservation
425,Is it possible to get a table for 4 people at the village inn around 10am,restaurant_reservation
426,Please make a reservation with us for 4 adults at Joy Bar,restaurant_reservation
427,Can you get me a table for two at the park for 8pm?,restaurant_reservation
428,"Now, I need a reservation for 6 people at seven at Backwoods Crossing",restaurant_reservation
429,I would like a reservation at Pietro's for 6:30pm in the name David Jones,restaurant_reservation
430,Can you get me a table for 1 person at Vega at 1 pm?,restaurant_reservation
431,I need you to reserve a table for 4 people at Red Robin at 7pm named Kevin,restaurant_reservation
432,Can you book a table at the restaurant for me and my husband,restaurant_reservation
433,I want you to book a reservation at Red Robin for 8pm under the name Kevin,restaurant_reservation
434,Please book a reservation at Red Robin with the name Kevin for 8pm,restaurant_reservation
435,I'd like to reserve a table named Freddy at Long John Silver's at 8 p.m.,restaurant_reservation
436,Can I make a reservation for 2 people at State Bird at 7:30?,restaurant_reservation
437,I would like a table for 2 at the Broadmoor around 6pm,restaurant_reservation
438,I'd like to make a reservation for 3 at Red Robin for 8 p.m.,restaurant_reservation
439,Can I reserve a table for 2 at Olive Garden at 8?,restaurant_reservation
440,Reserve a table for 5 people at Lawry's at 8:00 with Steve,restaurant_reservation
441,Book a reservation for 3 people named Steve at Red Lobster,restaurant_reservation
442,Can you get me a table for 8 at Johnny's?,restaurant_reservation
443,Make me a reservation at Happy's for Four for tomorrow,restaurant_reservation
444,Book a reservation at Red Robin with the name Kevin for 8 p.m.,restaurant_reservation
445,"Call and make a reservation for Jason Rogers at 5:45 p.m., table for four",restaurant_reservation
446,can you make a restaurant reservation for me,restaurant_reservation
447,I need you to reserve a table for a party of four at Devons at 6:00 p.m.,restaurant_reservation
448,Reserve a table for 4 people named Dave at Red Lobster at 7:30 PM,restaurant_reservation
449,Can you get me a table for 6 at Mark's at 11am?,restaurant_reservation
450,"I'm going to South America, tell your bank",travel_notification
451,I will be in Thailand from October 15th to October 23rd,travel_notification
452,Inform your bank that I am going to Europe,travel_notification
453,I have informed my bank that I am travelling to Greece from March to April,travel_notification
454,I need to inform my bank that I'm going on an international trip,travel_notification
455,Please let me inform the bank that I will be in Brazil from June 1 to July 1,travel_notification
456,"Tell your bank I will be in Moscow, Russia",travel_notification
457,I will be in Slovakia from January 16 to January 19,travel_notification
458,"I'm going to Asia shortly, I should let the bank know",travel_notification
459,Please inform my bank that I am travelling abroad,travel_notification
460,How do I tell my bank I'm moving to Vietnam?,travel_notification
461,Please inform my bank that I will be in Uruguay from January to August,travel_notification
462,Inform my bank that I will be in Rome from 1st to 17th,travel_notification
463,Inform my bank that I am going to travel to Central Africa,travel_notification
464,Please inform my bank that I will be in Israel from 6th to 23rd.,travel_notification
465,I will be in Paraguay from January 7th to January 10th,travel_notification
466,I'm moving to Seattle soon and want to notify my bank,travel_notification
467,Can you let my bank know that I'm going on an international trip soon?,travel_notification
468,I'm traveling to Spain soon and want to inform my bank,travel_notification
469,Inform my bank and tell them I am traveling to Brussels,travel_notification
470,I'm traveling to Fresnosun and want to notify my bank,travel_notification
471,I need to let my bank know I'm moving to Chicago,travel_notification
472,I'm traveling to Denmark soon and want to inform my bank,travel_notification
473,Please inform the bank that I am going on an international trip,travel_notification
474,How do I tell my bank I'm moving to Paris?,travel_notification
475,Can you tell my bank that I will be in Uruguay from January to August?,travel_notification
476,Tell your bank I'll be in Canada this weekend,travel_notification
477,I am travelling to England soon and want to inform my bank,travel_notification
478,The bank needs to know I'm moving to Asia soon,travel_notification
479,"I will be in Uruguay from January to August, please let my bank know",travel_notification
480,Tell my bank I'm traveling to Norway between March 3 and 5,travel_notification
481,I'm moving to California soon and want to notify my bank,travel_notification
482,Tell your bank I'm going to France,travel_notification
483,Inform my bank and tell them I am traveling to Stockholm,travel_notification
484,"I will be in Uruguay from January to August, please let my bank know",travel_notification
485,Please inform my bank that I will be in Rome from February 1 to March 1,travel_notification
486,I'm traveling to Belgium soon and want to inform my bank,travel_notification
487,I am moving out of the country and need to inform my bank,travel_notification
488,I'm going to visit Tony soon and want to inform my bank,travel_notification
489,Inform my bank and tell them I am traveling to China,travel_notification
490,I'm moving to Boston soon and want to notify my bank,travel_notification
491,Inform my bank that I will be in Rome from 1st February to 1st March,travel_notification
492,I will be in Canada from August 10 to August 12,travel_notification
493,"I'm going out of the country soon, and want to inform my bank",travel_notification
494,Inform my bank and tell them I am traveling to Switzerland,travel_notification
495,Note that I will be in Rome from 1st Feb to 1st Mar and will inform my bank,travel_notification
496,I am moving out of the country and need to inform my bank,travel_notification
497,Tell my bank I'm traveling to Brazil from June 1 to July 1,travel_notification
498,How do I tell my bank I'm moving to Denmark?,travel_notification
499,"I'm going to Paris soon and want to let my bank know, how do I do it?",travel_notification
500,Add a song by Metallica to my playlist,update_playlist
501,Please add Katy Perry's song 'Roar' to my playlist,update_playlist
502,Add a song to my rock playlist,update_playlist
503,I want to add the Beatles' song 'Help!' to my playlist,update_playlist
504,Add what I'm listening to to my jazz playlist,update_playlist
505,New playlists I will be adding to are God's Plan,update_playlist
506,can you put Broken by Evanescence on my music,update_playlist
507,Add God's Plan by Drake to my playlist,update_playlist
508,"Add this song to my playlist ""Kids""",update_playlist
509,Add the Beatles song Help! to my playlist,update_playlist
510,My new playlist will include God's Plan,update_playlist
511,Add this song to my Top 40 playlist,update_playlist
512,I want to add this song to my rock playlist,update_playlist
513,Add 7 Rings to my pop playlist,update_playlist
514,Please add this song to my alternate playlist,update_playlist
515,put this song on my reggae playlist,update_playlist
516,Please add someday by the strokes to my playlist,update_playlist
517,Add the song that's playing to my favorites playlist,update_playlist
518,Add walk by pantera to my playlists,update_playlist
519,Add the current song to my favorites playlist,update_playlist
520,Please add Lou Bega's song Mambo #5 to my playlist,update_playlist
521,Please add Yellow by Coldplay to my playlist,update_playlist
522,This song needs to be on my rock playlist,update_playlist
523,God's Plan will be added to my new playlist,update_playlist
524,Add Dr. Feelgood by Motley Crue to my playlist,update_playlist
525,can you please add Hero by Skillet to my playlist,update_playlist
526,Favorite what's playing now on my playlist,update_playlist
527,Add Hells Bells by ACDC to my playlist,update_playlist
528,Add Mia to my Spanish playlist,update_playlist
529,I want Happy to be on my RB playlist,update_playlist
530,Add the song Single Ladies by Beyoncé to my Pop playlist,update_playlist
531,Add Baby Shark to my kid playlist,update_playlist
532,I need to add this song to my rock playlist,update_playlist
533,Let's add Wonder by Hillsong United to my playlist,update_playlist
534,Please put this song on my Moody Monday playlist,update_playlist
535,"Please add this to the ""Kids"" playlist",update_playlist
536,Add what's playing to my favorites playlist,update_playlist
537,"I would like to add the song ""You Say"" by Lauren Daigle to my playlist",update_playlist
538,Please add this song to my jazz playlist,update_playlist
539,This song should be added to my reggae playlist,update_playlist
540,would you add what i'm listening to to my dinner playlist,update_playlist
541,"I want this song to be on my ""kids"" playlist",update_playlist
542,would you add what i'm listening to to my bedroom playlist,update_playlist
543,Add Welcome to the Jungle by Guns N Roses to my playlist,update_playlist
544,Add Yosemite to my rap playlist,update_playlist
545,Would you add what I'm listening to to my road trip playlist,update_playlist
546,"Make this song part of your ""kids"" playlist",update_playlist
547,add my playlist to sade's smooth operator,update_playlist
548,add this song to my dinner playlist,update_playlist
549,Add this song to my slow jams playlist,update_playlist
550,Can I increase my volume?,change_volume
551,should be on volume 4,change_volume
552,now please turn the volume up to 4,change_volume
553,Please adjust your volume,change_volume
554,I want it to be louder,change_volume
555,I need it loud,change_volume
556,set volume higher,change_volume
557,please increase your volume,change_volume
558,volume should be low,change_volume
559,go ahead and put the volume on 4,change_volume
560,Please increase the volume level to 4,change_volume
561,please increase the volume to 4,change_volume
562,Make my speaker sound better,change_volume
563,could you please increase the volume of your speakers,change_volume
564,I would like to turn the volume down,change_volume
565,Limit your volume,change_volume
566,please turn the volume up to 4,change_volume
567,turn up the volume,change_volume
568,Please go ahead and turn up the volume on your speakers,change_volume
569,The volume is too low,change_volume
570,can I increase my volume,change_volume
571,raise your larynx,change_volume
572,turn up the speaker volume,change_volume
573,Make the speaker volume louder,change_volume
574,Turn down the volume,change_volume
575,turn up the volume,change_volume
576,please turn it on,change_volume
577,Turn the volume to the number 4 setting,change_volume
578,Decrease the volume,change_volume
579,turn up the volume,change_volume
580,increase the volume to 4,change_volume
581,please increase the volume,change_volume
582,please speak louder,change_volume
583,lower your volume,change_volume
584,I want to raise your voice,change_volume
585,please turn the volume up to 4,change_volume
586,Now increase the volume level to 4,change_volume
587,now set the volume to 4,change_volume
588,I want you to turn up your volume,change_volume
589,turn off your voice box,change_volume
